Review,Class
"La comida es buena. Pero las habitaciones son viejas, necesitan mejorar. Todas las zonas públicas son agradables, pero las habitaciones necesitan un refresco. Ubicación es buena, justo en frente tienes un centro comercial, en caso de que necesites tomar un paseo después a pie. Pero buscar otras opciones en el futuro. El servicio de atención al cliente en el mostrador de recepción es muy mala. No sé por qué siempre hay por lo menos 4 personas allí, pero parece que no sé qué hacer. La vista desde la habitación las dos veces que me he alojado allí era horrible. Habitaciones muy oscuras, muy poca luz natural.",2
"El cuenta con veredas por las cuales puedes subir a pie a la meseta, o bien subir en vehiculo por carretera, o en bicicleta de montaña, ya en la meseta hay una tienda donde puedes comprar algun recuerdo y cuenta tambien con un snack, hay un resbaladero gigante muy interesante y emocionante. Desde la meseta se puede apreciar la hermosa cuidad.",5
Pase porque vi unos turistas entrando. Me pedí unas cemitas y la verdad no me gustaron para nada. El pollo era seco y el pan no tenía sabor. Lo uno sabroso dela cemita era el chipotle. No creo regresar ahí y no lo recomiendo!,2
"El lugar está lleno, y parece interesante cuando entra. No sé si simplemente no saben lo que pedir, pero mi marido y yo nos decepcionó tanto. Después de visitar los habitantes locales y expatriados, nos pareció que no estábamos solos en nuestra opinión. Asegúrate de...revisar el menú antes de tomar un asiento, de decidir. Me encanta probar cosas nuevas, pero esto no fue una de esas veces.Más",2
"Bastante deficiente, pues las instalaciones estás muy viejas, puestas rotas, y mobiliario muy antiguo, cajones rotos, las puertas no cerraban, en contrapartida, el espectáculo planta 25, muy bueno, personal correcto. Bufet del desayuno sencillo pero correcto.  ",2
"es muy buena toda la historia que tiene la ciudad amurallada y es mágica de noche, todo esta armado para el turismo, lo único malo es que el centro histórico no es peatonal y los autos son demasiados ",5
"Antes de opinar, hay que entender a Cuba y a los cubanos. Allí me di cuenta que históricamente estuvieron muy ligados a EEUU.  Estimo que muchos soñaron y sueñan que Cuba sea una estrellita más en la bandera norteamericana. Pero los cubanos han decidido otra cosa.Como tal, pasear por el Malecón es recibir la brisa fresca del mar y también ver las construcciones de casas de otra época y en mal estado. En el camino, muchos cubanos que miran el mar con nostalgia por sus familiares que eligieron irse de la isla.Cuba es una isla pequeña, un país pequeño, que siempre trata de salir adelante con todas las trabas habidas y por haber: invasiones, campañas, bloqueos. La explicación es sencilla: el socialismo no puede ser exitoso, sería algo negativo para su vecino más poderoso.Cuba resiste con dignidad.",5
"Nos hemos alojado en el Hyatt muchas veces. poco más cara que la de algunos de los otros, pero vale la pena cada centavo cuando estás llevaba de explorar. camas cómodas, buen aire acondicionado. Si se tiene la suerte de conseguir un ascenso, puedes conseguir bebidas y aperitivos en el Regency Club. se puede hacer una comida de éstos y placeres de desayuno al día siguiente. Los restaurantes son buenos. el Spago hace un pequeño gran pizza. tiene una gran piscina y un gimnasio. wifi en el vestíbulo y las habitaciones superiores. Buena ubicación, puedes ir caminando al centro o en Paseo de Montejo, una hermosa calle con antiguas casas increíbles. Walmart está a poca distancia a pie. puede ser ruidoso si hay una boda o un evento. personal amable y servicial, varios hablan inglés.",4
"He ido a comer varias veces a este restaurante a lo largo de los años. Cada vez que voy lo encuentro peor! Nunca me ha gustado lo obscuro que es innecesariamente, parece más un bar o cabaret que un restaurante, dificultando lo que uno va...Más",1
"Gran hotel, encantador, con bonitas vistas al mar. se puede sentir el espíritu cubano especialmente fuera en la terraza, cuando ves que la gente fumar puros, beber mojitos y artistas tocando música cubana. El vestíbulo de este hotel se parece a una estación de tren, la gente entrando y saliendo, moviéndose por todo, las habitaciones son sencillas, no tan de lujo pero limpio. Me encanta este hotel y lo recomiendo.",4
"Segunda vez que me hospedo en este hotel y me reciben con una habitación sucia y polvosa, con la llave de la regadera en el piso y las sábanas manchadas, hoy pasaré la noche aquí por ser tarde pero es increíble que no revisen estos detalles.",1
"Muy buen desayuno, alejado del centro y con un frigobar bastante caro...lo mejor siempre es encontrar la esencia en el centro. Igual fue solo un dia. En general es un lugar de paso antes del regrso...nos limito mucho la distancia al centro",3
"Buen recepción y despedida, buana atención de los camareros, buen precio para comidas gourmet, instalaciones limpias y ordenadas, información de los platillos suficiente",5
Cuenta con excelente servicio y la relación calidad - precio es buena. Los cortes están muy bien preparados y las porciones son abundantes.,5
"Comida increíble y un gran servicio!!
Este es el único restaurante de mi familia en realidad me gustó! El personal era fantástico y muy servicial. Aunque sólo sirven aperitivos mi familia me gustó la selección y pareció que la comida era fantástica! Preciosas vistas! A veces es difícil conseguir una mesa, pero valió la pena la espera!!",5
"El Gran Museo del Mundo Maya se encuentra un viaje en taxi desde el centro de Mérida. Mi esposa y yo tuvimos ganas de conseguir un manual de historia maya antes de ir a visitar algunas de las ciudades mayas como Chichin Iza y Ek Balam, pero el gran Museo no pudo proporcionar. El video que vimos fue en Español sin subtítulos en inglés, y ni siquiera el diseño general del museo no era servicial hacia nuestro objetivo de aprender más sobre la historia de los mayas. Después de terminada la exposición que queríamos ver para tomar un café, pero el café bar, que está oculto en la planta 4ª, estaba cerrado. En general, fue una gran decepción.",2
"Nos toco una habitación muy sucia y descuidada con migajas sobre la cama, las colchas percudidas y el sillón exageradamente sucio, íbamos dos familias y las dos habitaciones sucias. En cuanto lo reportamos inmediatamente la encargada subió personalmente y nos cambiaron de habitación muy amables y atentos el personal que de inmediato lo soluciono y nos dieron una habitación limpia, un hotel no muy moderno que te cobra 4 dólares x estacionamiento, Cusndo el hotel debe dar el servicio de estacionamiento gratis al huésped, está muy bien ubicado en pleno centro de puebla ideal para salir caminando.",3
"Es un hotel muy bonito, al parecer el primero construído en Cartagena, pero lo han ido actualizando. Tiene algunos detalles de mantención eso si, como goteras en el lobby, pero en general está muy bien.  Nuestra habitación, en la torre nueva, era muy buena, limpia y bien tenida, con buen aire acondicionado.  El desayuno muy bueno (lo puedes tomar al lado de la piscina o en un comedor con aire acondicionado).  La atención excelente; siempre muy buena disposición para atender lo que uno solicita.   Buena ubicación dentro de Cartagena para ir a diferentes lugares.  Nosotros solo dimos un paseo por la playa, que está atravesando la calle, pero me pareció algo sucia y con demasiada gente, vendedores, etc.  Ademas la piscina del hotel es buenísima y con buenas instalaciones para el…",4
"Nunca jamas volveré a ese hotel!!,me robaron de la caja de seguridad 1000 euros. Nunca subio nadie a la habitación excepto yo y el servicio.por lo tanto el que tenia la llave maestra de la caja de seguridad fue el ladron. Lo denuncie a la policía pero ya vi que le prestaron poca atención y por supuesto no resolvieron nada. Mi primera mala experiencia en los 10 años que voy a Cuba.",1
"Primero de todo, me sentí como entrar en una sala de baile a corta, el servicio era fantástico y todo el mundo me recibió con una sonrisa. Las habitaciones son espaciosas y limpias. Es en el corazón del centro de Monterrey y a solo 25 minutos del aeropuerto, siempre hay taxis disponibles fuera del hotel y más de 3 docenas de restaurantes a poca distancia, la Macroplaza estaba al otro lado de la calle. Alojarse aquí!",5
"Completamente desilusionado del lugar. Otro fue el sitio donde fui con mi novia hace más de 6 años y a donde fuimos a celebrar la semana pasada nuestro año 3 de casados. Nadie nos atendió a la entrada, por lo que tuvimos que ubicarnos por...Más",1
"Que gran tristeza fue ver el malecón convertido en un tianguis de cosas chinas,  aparte de que esta muy sucio es muy desagradable,  mi familia del extranjero quedo decepcionada,  ojala quiten esto q nos da mala imagen, tan bello que es todo ahí arquitectónica mente hablando y ni que decir históricamente",2
"Me encantó el servicio que ofrecieron y el lugar, me pareció muy bonito, y muy amables todos los empleados del lugar! Los desayunes muy ricos. Un lugar muy diferente y claro que regresaría! me encantó",5
"restaurante es normal, los precios han subido, el servicio no es tan bueno como antes, todavía bien decorada lugar orientado a la familia. Si quieres probar real cabrito hay mejor y más barato lugares alrededor de la ciudad.",2
"La comida deliciosa, la experiencia , decoración y todo fue divino! Miguel Moya súper amable y atento",5
"la habitación que nos dieron horrorosa, sucia con fuerte olor a pintura, nos quejamos y nos cambiaron a otra habitación algo mejor con ruido del aire acondicionado, al hotel le falta una profunda reforma el desayuno muy baja calidad.La situación muy buena lastima de no estar a la altura de sus 3 estrellas.",1
"Los fuertes de Loreto y Guadalupe son una visita obligada cuando vienes a Puebla, pero hazlo caminando. Se que es un poco dificil para algunos, pero vale la pena. Cuando vas subiendo por el paseo de San Francisco puedes admirar una bonita fuente y varios munumentos. La calzada de los fuertes es muy poblana y así lo reflejan las construcciones de las décadas 50 60 y 70 del siglo pasado. La gruta de Lourdes es hermosísima y si tienes suerte puedes ver una quinceañera en misa. Más arriba está Casa Puebla y enfrente está un estadio bonito pero un poco olvidado, el Estadio Zaragoza, y si sigues caminando llegaras al primer fuerte y enfrente hay un mirador maravilloso donde se contempla en primer plano la Puebla vieja, con sus innumerables Iglesias sobresaliendo de entre todas ellas la única que tiene dos torres y que es la Catedral. El imponente Convento de San Francisco, La Iglesia de la Compañia de Jesus, la Iglesia de San José, la Iglesia de Nuestra Señora de la Luz, La Inmaculada Concepción, y tantas otras más que es un deleite verlas todas. Te recomiendo que salgas temprano de tu hotel y subas a eso de las 6 de la mañana para que puedas ver el amanecer de una ciudad cosmopolita y trazada por los ángeles. Luego puedes seguir caminando hasta el fuerte que queda más arriba y que mira hacia la Malinche, que sopla su frio recuerdo para indicarnos que siempre está presente. Al igual tiene a un costado un mirador donde también se juega a adivinar el nombre de los grandes edificios o areas verdes.Multiples monumentos hechos de piedra de cantera recordando la gloriosa batalla del 5 de mayo de 1862 son motivo de admiración. Pero en lo personal hay un pequeño letrero que dice más o menos así: "" Mexicano, detente respetuoso ante el altar que la Patria hace a los heroes de México"". Es un orgullo estar en un cerro regado por la sangre de patriotas mexicanos",4
